,토니모리 [SPF35/PA+++]_0,토니모리 [SPF35/PA+++]_1,그린핑거 베이비로션_0,그린핑거 베이비로션_1,존슨즈베이비 로션_0,존슨즈베이비 로션_1,존슨즈베이비 크림_0,존슨즈베이비 크림_1,존슨즈베이비 파우더_0,존슨즈베이비 파우더_1,존슨즈베이비 오일_0,존슨즈베이비 오일_1,얼스마마 밤_0,얼스마마 밤_1,그린핑거 울트라크림_0,그린핑거 울트라크림_1,보타니컬테라피 로션_0,보타니컬테라피 로션_1,아토팜 오일_0,아토팜 오일_1,프리메라 로션_0,프리메라 로션_1,존슨즈베이비 밤_0,존슨즈베이비 밤_1,존슨즈베이비 워시_0,존슨즈베이비 워시_1,아토팜 워시_0,아토팜 워시_1,얼스마마 바디워시앤삼푸_0,얼스마마 바디워시앤삼푸_1,궁중비책 샴푸&바스_0,궁중비책 샴푸&바스_1,그린핑거 베이비워시_0,그린핑거 베이비워시_1,존슨즈베이비 바스_0,존슨즈베이비 바스_1,캘리포니아베이비 바디워시_0,캘리포니아베이비 바디워시_1,무스텔라 젤_0,무스텔라 젤_1,누크 밀크_0,누크 밀크_1,누들앤부 NB워시_0,누들앤부 NB워시_1,그린핑거 워시_0,그린핑거 워시_1,그린핑거 샴푸_0,그린핑거 샴푸_1,아토앤오투 샴푸_0,아토앤오투 샴푸_1,세타필 샴푸_0,세타필 샴푸_1,아비노베이비 워시&샴푸_0,아비노베이비 워시&샴푸_1,호호에미 클렌저_0,호호에미 클렌저_1,유리아쥬 라방떼_0,유리아쥬 라방떼_1,비욘드 워시_0,비욘드 워시_1,보타니컬테라피 워시_0,보타니컬테라피 워시_1,비레디 [SPF50+/PA++++]_0,비레디 [SPF50+/PA++++]_1,이니스프리 에센스_0,이니스프리 에센스_1,보타닉힐 보 아이디얼 포 맨 올인원_0,보타닉힐 보 아이디얼 포 맨 올인원_1,엠솔릭 올인원_0,엠솔릭 올인원_1,이니스프리 스킨_0,이니스프리 스킨_1,우르오스 스킨밀크_0,우르오스 스킨밀크_1,비오템옴므 토너_0,비오템옴므 토너_1,불독 모이스처라이저_0,불독 모이스처라이저_1,아이오페 올인원_0,아이오페 올인원_1
30,0.0,0.0,17.17171,100.0,60.34482,34.45121,43.93939,0.0,100.0,34.58838,91.40186,48.51485,0.0,0.0,45.65217,0.0,41.73228,25.92592,53.19148,71.29629,58.33333,62.96296,0.0,0.0,37.5,34.61538,12.71929,36.28691,0.0,0.0,0.0,0.0,83.33333,36.8421,0.0,0.0,29.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.88888,43.26923,58.75706,48.88888,58.33333,36.36363,53.84615,52.17391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.32584,0.0,0.0,0.0,42.5,37.06896,0.0,0.0,0.0,24.8,54.77941,44.62151,72.13114,35.78947,54.54545,0.0,0.0,48.14814,75.0,73.33333
31,0.0,0.0,13.13131,93.05555,54.78927,43.44512,65.15151,0.0,59.19282,100.0,81.30841,52.67326,0.0,0.0,42.3913,16.66666,42.51968,25.92592,44.68085,45.37037,43.33333,77.77777,0.0,0.0,0.0,65.38461,13.15789,52.74261,0.0,0.0,0.0,0.0,100.0,0.0,13.95348,0.0,56.81818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.61111,41.34615,29.9435,66.66666,58.33333,48.48484,0.0,73.91304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.76404,0.0,0.0,0.0,49.375,30.38793,0.0,0.0,0.0,26.4,45.95588,43.02788,84.01639,42.40601,0.0,0.0,0.0,100.0,71.25,81.66666
32,0.0,0.0,15.15151,30.55555,54.98084,59.60365,31.81818,0.0,52.01793,48.4365,76.82242,48.71287,0.0,0.0,38.04347,32.66666,40.94488,27.77777,19.14893,51.85185,78.33333,61.11111,0.0,0.0,31.25,30.76923,10.52631,79.32489,0.0,0.0,0.0,0.0,79.62962,0.0,11.6279,0.0,36.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.88888,38.46153,40.67796,60.0,0.0,36.36363,92.30769,47.82608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.21348,45.45454,0.0,0.0,69.375,21.76724,0.0,0.0,0.0,30.4,59.19117,52.98804,83.19672,71.72932,63.63636,42.85714,0.0,100.0,48.75,66.11111
33,0.0,0.0,18.18181,18.05555,46.93486,69.05487,37.87878,26.92307,42.15246,37.07721,72.14953,47.72277,0.0,0.0,67.3913,23.33333,45.66929,27.77777,31.91489,55.55555,88.33333,42.59259,31.57894,0.0,50.0,65.38461,17.54385,58.64978,0.0,0.0,0.0,0.0,12.96296,36.8421,11.6279,0.0,61.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.16666,100.0,42.37288,100.0,50.0,48.48484,0.0,34.7826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.07865,50.0,0.0,0.0,48.125,23.70689,0.0,0.0,0.0,23.2,38.23529,56.5737,94.26229,67.06766,100.0,0.0,0.0,22.22222,46.875,66.11111
34,0.0,0.0,10.10101,22.22222,57.8544,74.54268,93.93939,23.07692,53.36322,32.09955,100.0,52.87128,100.0,0.0,69.56521,12.66666,44.09448,27.77777,36.17021,63.88888,51.66666,37.03703,0.0,0.0,56.25,42.30769,14.03508,71.30801,0.0,0.0,0.0,0.0,24.07407,52.63157,0.0,55.55555,63.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.77777,35.57692,43.50282,35.55555,75.0,63.63636,0.0,34.7826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.34831,36.36363,0.0,0.0,50.625,28.23275,0.0,0.0,0.0,27.2,42.27941,57.76892,74.59016,60.0,45.45454,0.0,0.0,51.85185,61.25,51.66666
35,0.0,0.0,17.17171,29.16666,69.92337,67.83536,66.66666,0.0,37.66816,27.37715,86.16822,58.41584,0.0,0.0,93.47826,16.0,52.7559,9.25925,55.31914,22.22222,78.33333,57.4074,31.57894,0.0,0.0,30.76923,15.78947,54.85232,0.0,0.0,0.0,0.0,14.81481,36.8421,0.0,0.0,77.27272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.05555,19.23076,48.02259,33.33333,58.33333,57.57575,38.46153,52.17391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.28089,45.45454,0.0,0.0,41.25,24.56896,0.0,0.0,72.72727,28.0,39.70588,59.36254,71.72131,57.59398,0.0,0.0,0.0,25.92592,84.375,87.77777
36,0.0,0.0,16.16161,30.55555,68.96551,79.26829,43.93939,50.0,31.83856,24.31397,81.49532,56.43564,0.0,0.0,60.86956,13.33333,61.41732,25.92592,25.53191,33.33333,43.33333,77.77777,0.0,0.0,50.0,30.76923,10.08771,66.24472,0.0,0.0,0.0,0.0,14.81481,26.31578,0.0,0.0,79.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.94444,9.61538,27.11864,30.37037,66.66666,33.33333,0.0,52.17391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.34831,45.45454,0.0,0.0,60.625,24.56896,0.0,0.0,0.0,42.4,51.10294,51.39442,81.55737,100.0,0.0,50.0,0.0,0.0,81.875,96.11111
37,0.0,0.0,15.15151,37.5,62.83524,69.35975,46.96969,30.76923,31.39013,18.44288,73.45794,56.0396,0.0,0.0,100.0,16.0,66.14173,25.92592,51.06382,54.62962,38.33333,90.74074,36.8421,0.0,0.0,30.76923,17.54385,72.99578,0.0,0.0,0.0,0.0,12.96296,31.57894,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.16666,22.11538,31.07344,45.92592,58.33333,33.33333,0.0,30.43478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.85393,50.0,0.0,0.0,53.75,24.35344,0.0,0.0,45.45454,32.8,43.38235,49.00398,95.4918,53.83458,0.0,42.85714,0.0,48.14814,71.25,80.0
38,0.0,0.0,13.13131,51.38888,48.85057,65.39634,50.0,0.0,31.83856,19.14486,68.03738,53.26732,0.0,0.0,35.86956,6.66666,63.77952,35.18518,65.95744,52.77777,53.33333,74.07407,0.0,0.0,56.25,26.92307,10.96491,96.20253,0.0,0.0,0.0,0.0,31.48148,0.0,16.27906,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.61111,31.73076,39.54802,57.77777,100.0,36.36363,0.0,73.91304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.28089,45.45454,0.0,0.0,55.625,23.06034,0.0,0.0,0.0,24.0,36.7647,64.54183,100.0,66.91729,45.45454,0.0,0.0,22.22222,77.5,78.33333
39,0.0,0.0,16.16161,15.27777,51.14942,67.53048,40.90909,61.53846,31.83856,19.84684,63.17757,47.12871,0.0,0.0,36.95652,14.66666,66.92913,11.11111,25.53191,46.29629,51.66666,74.07407,31.57894,0.0,62.5,57.6923,20.61403,79.32489,0.0,0.0,0.0,0.0,14.81481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.88888,25.0,25.9887,45.92592,41.66666,0.0,0.0,34.7826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.01123,31.81818,0.0,0.0,42.5,26.50862,0.0,0.0,0.0,21.6,55.5147,71.71314,79.91803,55.03759,0.0,0.0,0.0,0.0,70.0,60.55555
40,0.0,0.0,17.17171,16.66666,41.18773,83.2317,51.51515,19.23076,47.0852,23.16528,65.23364,57.42574,0.0,0.0,38.04347,16.0,77.16535,0.0,36.17021,41.66666,48.33333,62.96296,0.0,100.0,31.25,30.76923,25.0,77.21518,0.0,0.0,100.0,0.0,14.81481,31.57894,0.0,55.55555,15.90909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.94444,24.03846,41.24293,59.25925,100.0,24.24242,53.84615,43.47826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.3146,22.72727,0.0,0.0,38.75,26.2931,0.0,45.45454,0.0,14.4,47.05882,62.9482,80.32786,44.81203,0.0,64.28571,0.0,0.0,58.125,72.77777
41,0.0,0.0,13.13131,20.83333,44.82758,76.52439,56.0606,88.46153,47.53363,23.86726,67.85046,61.18811,0.0,0.0,42.3913,13.33333,100.0,12.96296,36.17021,36.11111,58.33333,50.0,0.0,0.0,43.75,38.46153,37.71929,70.46413,0.0,0.0,0.0,0.0,14.81481,68.42105,0.0,55.55555,18.18181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,23.07692,36.15819,41.48148,83.33333,45.45454,0.0,30.43478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.85393,36.36363,0.0,0.0,35.625,24.56896,0.0,0.0,0.0,12.0,47.42647,98.40637,81.14754,45.5639,45.45454,0.0,0.0,0.0,56.25,92.77777
42,0.0,0.0,10.10101,13.88888,57.47126,86.28048,78.78787,53.84615,37.66816,22.8462,71.58878,66.53465,0.0,0.0,50.0,15.33333,79.52755,20.37037,63.82978,39.81481,50.0,70.37037,42.10526,0.0,50.0,38.46153,54.82456,53.16455,0.0,0.0,0.0,0.0,11.11111,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.27777,26.92307,32.20338,34.07407,58.33333,66.66666,38.46153,52.17391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.79775,22.72727,0.0,0.0,38.75,26.07758,0.0,45.45454,81.81818,16.8,47.79411,94.42231,72.13114,41.50375,45.45454,64.28571,0.0,0.0,95.0,100.0
43,0.0,0.0,16.16161,15.27777,55.55555,92.53048,53.0303,19.23076,52.01793,25.78174,53.27102,71.68316,0.0,0.0,54.34782,15.33333,65.35433,31.48148,78.7234,43.51851,45.0,66.66666,100.0,0.0,43.75,57.6923,82.45614,62.86919,0.0,0.0,0.0,0.0,20.37037,0.0,0.0,0.0,27.27272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.77777,25.0,35.59322,44.44444,0.0,39.39393,76.92307,82.60869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.78651,36.36363,0.0,0.0,55.625,21.76724,0.0,0.0,45.45454,11.2,52.94117,100.0,59.83606,32.18045,0.0,85.71428,0.0,0.0,91.25,93.88888
44,0.0,0.0,32.32323,26.38888,67.62452,61.43292,96.96969,42.30769,64.57399,20.485,70.46728,100.0,0.0,0.0,67.3913,14.0,68.50393,29.62962,74.46808,68.51851,45.0,66.66666,89.47368,0.0,31.25,57.6923,60.96491,58.64978,0.0,0.0,0.0,0.0,0.0,42.10526,13.95348,0.0,18.18181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,83.65384,46.32768,60.74074,75.0,45.45454,61.53846,60.86956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.3146,22.72727,0.0,0.0,49.375,19.61206,0.0,0.0,0.0,20.0,50.36764,59.36254,77.04918,35.63909,0.0,92.85714,0.0,0.0,78.125,88.88888
45,0.0,0.0,16.16161,8.33333,49.80842,54.7256,69.69696,38.46153,67.26457,17.67708,56.26168,82.77227,0.0,0.0,16.30434,12.0,54.3307,14.81481,72.34042,63.88888,36.66666,51.85185,47.36842,0.0,50.0,46.15384,74.1228,73.41772,0.0,0.0,0.0,0.0,14.81481,0.0,16.27906,55.55555,11.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,52.88461,28.24858,88.88888,41.66666,21.21212,46.15384,52.17391,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,51.12359,40.90909,0.0,0.0,35.0,22.41379,0.0,0.0,0.0,20.0,47.05882,66.13545,79.09836,42.10526,0.0,64.28571,0.0,0.0,83.75,76.11111
46,0.0,0.0,29.29292,33.33333,45.40229,79.7256,63.63636,0.0,56.95067,16.84747,51.02803,75.64356,0.0,0.0,23.91304,20.66666,83.46456,24.07407,53.19148,65.74074,41.66666,27.77777,73.68421,0.0,75.0,46.15384,57.01754,43.45991,0.0,0.0,0.0,0.0,12.96296,68.42105,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.16666,27.88461,31.07344,61.48148,75.0,33.33333,0.0,26.08695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.74157,40.90909,0.0,0.0,28.75,18.96551,0.0,0.0,45.45454,20.0,43.38235,60.15936,77.04918,43.90977,0.0,78.57142,0.0,0.0,81.875,70.0
47,0.0,0.0,31.31313,13.88888,44.25287,76.06707,65.15151,46.15384,67.26457,18.69814,48.97196,69.10891,0.0,0.0,32.60869,14.0,91.33858,20.37037,55.31914,69.44444,56.66666,40.74074,0.0,0.0,68.75,19.23076,68.85964,29.53586,0.0,0.0,0.0,0.0,22.22222,0.0,0.0,0.0,11.36363,75.0,0.0,0.0,0.0,0.0,0.0,0.0,19.44444,27.88461,23.72881,47.4074,0.0,42.42424,38.46153,34.7826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.68539,45.45454,0.0,0.0,40.0,20.90517,0.0,63.63636,0.0,16.0,30.14705,52.19123,77.86885,43.45864,45.45454,50.0,0.0,0.0,60.0,58.33333
48,0.0,0.0,24.24242,19.44444,50.76628,83.38414,83.33333,30.76923,72.64573,15.18825,62.24299,80.59405,100.0,0.0,39.13043,14.0,50.3937,40.74074,76.59574,62.03703,66.66666,40.74074,0.0,0.0,0.0,61.53846,75.87719,26.58227,0.0,0.0,0.0,0.0,16.66666,0.0,0.0,0.0,13.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.61111,33.65384,38.41807,29.62962,50.0,30.30303,0.0,30.43478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.37078,100.0,0.0,0.0,40.625,27.37068,0.0,0.0,0.0,19.2,35.66176,49.00398,54.50819,41.05263,45.45454,35.71428,0.0,0.0,78.125,60.0
49,0.0,0.0,29.29292,19.44444,56.5134,64.78658,66.66666,23.07692,90.13452,17.23037,66.35514,86.73267,0.0,0.0,19.56521,15.33333,42.51968,20.37037,100.0,32.4074,41.66666,42.59259,31.57894,0.0,62.5,26.92307,100.0,24.47257,0.0,0.0,0.0,0.0,12.96296,36.8421,13.95348,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,48.61111,23.07692,81.35593,25.92592,41.66666,100.0,46.15384,43.47826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.3146,31.81818,0.0,0.0,51.875,25.0,0.0,0.0,0.0,13.6,39.70588,56.97211,53.68852,39.54887,0.0,35.71428,0.0,0.0,92.5,95.0
50,0.0,0.0,27.27272,12.5,55.36398,61.7378,81.81818,34.61538,81.61434,16.84747,51.7757,77.82178,0.0,0.0,25.0,17.33333,26.77165,37.03703,68.0851,44.44444,46.66666,38.88888,0.0,0.0,62.5,42.30769,82.45614,47.67932,0.0,0.0,0.0,0.0,12.96296,52.63157,100.0,0.0,13.63636,0.0,0.0,100.0,0.0,0.0,0.0,0.0,33.33333,39.42307,71.18644,37.77777,66.66666,48.48484,92.30769,52.17391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.64044,27.27272,0.0,0.0,53.75,29.52586,0.0,0.0,63.63636,11.2,50.0,53.78486,46.31147,35.18796,0.0,78.57142,0.0,0.0,80.0,75.55555
51,0.0,0.0,15.15151,6.94444,47.89272,56.70731,71.21212,23.07692,89.68609,16.01786,48.59813,79.0099,0.0,0.0,42.3913,10.66666,40.94488,27.77777,68.0851,56.48148,33.33333,37.03703,36.8421,0.0,37.5,30.76923,80.26315,81.01265,0.0,0.0,0.0,0.0,27.77777,63.15789,13.95348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,40.38461,81.9209,49.62962,58.33333,27.27272,76.92307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.19101,0.0,0.0,0.0,41.25,94.82758,0.0,0.0,0.0,9.6,44.85294,60.95617,59.01639,26.76691,63.63636,50.0,0.0,0.0,81.25,93.33333
52,0.0,0.0,10.10101,25.0,54.40613,56.55487,39.39393,46.15384,93.72197,17.61327,58.69158,73.86138,0.0,0.0,32.60869,9.33333,23.62204,37.03703,48.93617,54.62962,43.33333,40.74074,0.0,0.0,56.25,23.07692,73.24561,95.35864,0.0,0.0,0.0,0.0,0.0,68.42105,0.0,0.0,27.27272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.44444,50.0,68.92655,50.37037,75.0,39.39393,0.0,47.82608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.24719,0.0,0.0,0.0,100.0,53.87931,0.0,0.0,0.0,10.4,100.0,72.50996,61.88524,37.4436,45.45454,71.42857,0.0,0.0,95.0,74.44444
53,0.0,0.0,11.11111,16.66666,46.55172,69.05487,71.21212,0.0,90.13452,18.18761,51.02803,64.15841,0.0,0.0,26.08695,14.66666,40.94488,25.92592,44.68085,52.77777,41.66666,42.59259,0.0,0.0,37.5,26.92307,55.26315,91.56118,0.0,0.0,0.0,0.0,14.81481,0.0,0.0,0.0,15.90909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111,31.73076,55.9322,65.18518,75.0,36.36363,69.23076,52.17391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.60674,31.81818,0.0,0.0,78.125,46.12068,0.0,45.45454,0.0,18.4,66.91176,52.98804,72.95081,43.75939,81.81818,50.0,0.0,0.0,60.625,60.0
54,0.0,0.0,19.19191,16.66666,40.03831,76.67682,63.63636,34.61538,91.92825,20.29355,51.7757,61.58415,0.0,0.0,18.47826,12.66666,49.60629,24.07407,46.80851,41.66666,35.0,50.0,0.0,0.0,100.0,19.23076,65.35087,70.46413,0.0,0.0,0.0,0.0,12.96296,47.36842,0.0,55.55555,15.90909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.05555,16.34615,69.49152,66.66666,0.0,30.30303,0.0,39.13043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.86516,0.0,0.0,0.0,58.125,29.09482,0.0,0.0,45.45454,12.0,52.20588,48.60557,56.55737,43.30827,63.63636,0.0,0.0,0.0,59.375,64.44444
55,0.0,0.0,20.20202,15.27777,44.44444,79.7256,63.63636,0.0,77.57847,17.61327,57.38317,79.20792,0.0,0.0,25.0,11.33333,34.64566,44.44444,42.55319,57.4074,60.0,74.07407,0.0,0.0,31.25,23.07692,60.96491,62.86919,0.0,0.0,0.0,0.0,25.92592,68.42105,0.0,0.0,11.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,40.38461,92.09039,57.03703,41.66666,45.45454,69.23076,34.7826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.91011,45.45454,0.0,0.0,62.5,25.86206,0.0,0.0,45.45454,20.0,62.5,47.41035,56.14754,44.3609,0.0,0.0,0.0,0.0,55.0,82.77777
56,0.0,0.0,29.29292,33.33333,59.1954,91.15853,40.90909,34.61538,65.47085,15.69878,49.71962,71.68316,0.0,0.0,23.91304,10.0,52.7559,27.77777,42.55319,72.22222,53.33333,51.85185,0.0,0.0,56.25,23.07692,76.31578,58.64978,0.0,0.0,0.0,0.0,16.66666,0.0,0.0,66.66666,15.90909,100.0,0.0,0.0,0.0,0.0,0.0,0.0,20.83333,19.23076,81.9209,34.81481,58.33333,42.42424,53.84615,39.13043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.67415,31.81818,0.0,0.0,34.375,22.41379,0.0,0.0,0.0,21.6,41.91176,48.60557,47.95081,38.94736,0.0,0.0,0.0,0.0,90.0,86.66666
57,0.0,0.0,27.27272,25.0,57.08812,100.0,68.18181,57.6923,78.92376,13.52903,42.61682,81.38613,0.0,0.0,28.26086,14.0,25.19685,18.51851,44.68085,62.03703,26.66666,85.18518,36.8421,0.0,0.0,26.92307,45.17543,51.05485,0.0,0.0,0.0,0.0,18.51851,31.57894,16.27906,0.0,18.18181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.38888,19.23076,100.0,39.25925,0.0,45.45454,61.53846,60.86956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.7528,0.0,0.0,0.0,52.5,21.3362,0.0,0.0,0.0,15.2,51.10294,53.38645,47.95081,32.4812,54.54545,42.85714,0.0,0.0,60.625,71.66666
58,0.0,0.0,29.29292,15.27777,54.98084,82.62195,100.0,69.23076,60.08968,12.06126,49.90654,71.28712,0.0,0.0,42.3913,12.66666,25.19685,29.62962,27.65957,64.81481,38.33333,100.0,0.0,0.0,0.0,0.0,30.70175,70.88607,0.0,0.0,0.0,0.0,18.51851,0.0,16.27906,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,41.34615,74.01129,68.14814,50.0,39.39393,38.46153,47.82608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.80898,0.0,0.0,0.0,33.125,20.90517,0.0,0.0,0.0,25.6,36.39705,44.2231,52.45901,34.13533,45.45454,85.71428,0.0,0.0,43.75,77.77777
59,0.0,0.0,16.16161,16.66666,57.08812,75.76219,51.51515,100.0,52.01793,13.0185,65.60747,77.0297,0.0,0.0,27.17391,10.66666,23.62204,31.48148,23.40425,65.74074,48.33333,96.29629,47.36842,0.0,68.75,23.07692,27.63157,68.77637,0.0,0.0,0.0,0.0,24.07407,36.8421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.72222,27.88461,67.23163,67.4074,0.0,33.33333,38.46153,26.08695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.80898,0.0,0.0,0.0,58.125,17.24137,0.0,0.0,0.0,8.8,43.0147,58.96414,72.95081,41.50375,45.45454,0.0,0.0,0.0,40.0,77.77777
60,0.0,0.0,13.13131,15.27777,49.42528,86.12804,57.57575,69.23076,52.01793,12.12507,66.35514,70.89108,0.0,0.0,10.86956,16.0,19.68503,59.25925,19.14893,100.0,31.66666,59.25925,57.89473,0.0,68.75,26.92307,25.43859,100.0,0.0,0.0,0.0,0.0,22.22222,100.0,65.11627,0.0,22.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.16666,26.92307,70.05649,40.74074,50.0,30.30303,38.46153,47.82608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.67415,31.81818,0.0,0.0,35.0,16.37931,0.0,0.0,0.0,14.4,46.69117,53.38645,85.65573,53.38345,54.54545,42.85714,0.0,0.0,40.625,65.55555
61,68330,516674,71,476449,5387,12543,24663,12543,376,7613,2040,24663,42527,69514280,290,5,61,147,7153,2549,1186656,11783,24663,10201,109042,24663,7153,561,109042,1278,109042,4813,476449,22964,6297863,1434664,440722,109042,68,405,13036,432,4813,109042,93531955,7272,93531955,7272,214,688,255527,97594,1278,440722,993,121,77479,194637,440722,97066,83,109042,81828,12074,317597,1181093,4632,22024,115,8998,317597,774899,9250,7378,431993,2309,54902,293904,1911,1670
